id	symbol	pVal|float	avg. logFC|float	PCT1|float	PCT2|float	pVal adj.|float	Cluster	Gene
PER1	PER1	4.17813E-06	-0.264281316647355	0.088	0.167	0.071780257418856	OPC3	PER1
CCDC64	CCDC64	4.93245E-06	-0.260417326107402	0.043	0.109	0.0847395356226704	OPC3	CCDC64
CNTNAP3B	CNTNAP3B	5.69611E-06	-0.276371667373638	0.082	0.158	0.0978592193521202	OPC3	CNTNAP3B
ABHD2	ABHD2	7.49111E-06	0.274570795393084	0.28	0.202	0.128697242547369	OPC3	ABHD2
GOLGA8A	GOLGA8A	1.28293E-05	0.289641464020413	0.222	0.15	0.220406521467815	OPC3	GOLGA8A
DOK5	DOK5	1.74920E-05	0.254011280998588	0.108	0.061	0.300513142832405	OPC3	DOK5
HACL1	HACL1	1.91587E-05	0.253491469755453	0.189	0.126	0.329145671461538	OPC3	HACL1
DTNB	DTNB	1.96978E-05	-0.281163130188679	0.357	0.419	0.338409026499709	OPC3	DTNB
LMO7	LMO7	2.04672E-05	-0.255881859087742	0.095	0.167	0.351626121341355	OPC3	LMO7
CHCHD6	CHCHD6	2.09664E-05	-0.272329641932202	0.065	0.13	0.360203206540696	OPC3	CHCHD6
POGZ	POGZ	2.45430E-05	-0.286484818289947	0.381	0.444	0.421649379228384	OPC3	POGZ
ADCY5	ADCY5	2.48808E-05	-0.271476144446668	0.086	0.156	0.4274513096471	OPC3	ADCY5
ZFYVE28	ZFYVE28	2.49417E-05	-0.258777926155461	0.084	0.155	0.428498184979945	OPC3	ZFYVE28
CTNNBIP1	CTNNBIP1	2.78347E-05	0.307312888491601	0.123	0.073	0.478200131992054	OPC3	CTNNBIP1
KIAA1549L	KIAA1549L	2.96492E-05	-0.279669804057741	0.071	0.137	0.509372738752263	OPC3	KIAA1549L
NOP56	NOP56	3.56451E-05	0.283150318344267	0.108	0.062	0.612383216877425	OPC3	NOP56
MFAP3L	MFAP3L	3.88042E-05	-0.279672599990152	0.099	0.167	0.666656679943289	OPC3	MFAP3L
USP32	USP32	4.59625E-05	-0.279156863551642	0.269	0.345	0.789635343731311	OPC3	USP32
PPP3CA	PPP3CA	6.05434E-05	-0.254864945213777	0.578	0.595	1	OPC3	PPP3CA
DOCK7	DOCK7	6.14985E-05	-0.279257932692362	0.105	0.174	1	OPC3	DOCK7
ZDHHC14	ZDHHC14	6.92161E-05	-0.281704836823354	0.381	0.449	1	OPC3	ZDHHC14
SH3PXD2B	SH3PXD2B	7.35060E-05	-0.260554076834697	0.077	0.139	1	OPC3	SH3PXD2B
CNTN2	CNTN2	9.06111E-05	-0.28725172102226	0.209	0.276	1	OPC3	CNTN2
PRKACB	PRKACB	9.07797E-05	-0.283080602215513	0.465	0.508	1	OPC3	PRKACB
DKK3	DKK3	9.87688E-05	-0.265829548986977	0.073	0.133	1	OPC3	DKK3
FAM171B	FAM171B	1.01608E-04	-0.280171394367498	0.159	0.228	1	OPC3	FAM171B
PKD1	PKD1	1.15773E-04	-0.257777621770215	0.112	0.181	1	OPC3	PKD1
SLC8A3	SLC8A3	1.18451E-04	0.271780589711816	0.148	0.097	1	OPC3	SLC8A3
KIAA1370	KIAA1370	1.34410E-04	-0.288470326256197	0.234	0.298	1	OPC3	KIAA1370
TMEM232	TMEM232	1.34651E-04	-0.261080590345221	0.187	0.258	1	OPC3	TMEM232
FNIP2	FNIP2	1.51505E-04	0.261134757590825	0.52	0.449	1	OPC3	FNIP2
ATP1B1	ATP1B1	1.70301E-04	-0.265578076170381	0.376	0.424	1	OPC3	ATP1B1
YWHAQ	YWHAQ	1.73583E-04	-0.260674383855594	0.138	0.204	1	OPC3	YWHAQ
C11orf49	C11orf49	1.89826E-04	-0.271611631906221	0.198	0.269	1	OPC3	C11orf49
ME1	ME1	1.99789E-04	0.272604588831161	0.176	0.123	1	OPC3	ME1
