id	symbol	pVal|float	avg. logFC|float	PCT1|float	PCT2|float	pVal adj.|float	Cluster	Gene
CARNS1	CARNS1	0.00000E+00	1.84969800021846	0.525	0.279	0	Olig3	CARNS1
LINGO1	LINGO1	0.00000E+00	1.69059495819814	0.287	0.137	0	Olig3	LINGO1
BTBD17	BTBD17	0.00000E+00	1.51988261438283	0.137	0.024	0	Olig3	BTBD17
CERCAM	CERCAM	0.00000E+00	1.43012367151504	0.634	0.474	0	Olig3	CERCAM
MBP	MBP	0.00000E+00	0.664722900341113	0.759	0.776	0	Olig3	MBP
CIRBP	CIRBP	3.37047E-288	1.60063774673674	0.384	0.252	5.79046892558513e-284	Olig3	CIRBP
DNAJB2	DNAJB2	3.60420E-239	1.53163594691169	0.294	0.169	6.19201474876006e-235	Olig3	DNAJB2
RNF220	RNF220	5.36119E-203	0.57861781507849	0.652	0.636	9.2105200769728e-199	Olig3	RNF220
ABCA2	ABCA2	1.62013E-183	1.28287507016407	0.42	0.344	2.78337621520027e-179	Olig3	ABCA2
USP39	USP39	1.27736E-165	1.30476255486092	0.25	0.148	2.19450710447498e-161	Olig3	USP39
TMEM165	TMEM165	1.88146E-128	0.719718580811385	0.578	0.649	3.23235023696235e-124	Olig3	TMEM165
PHLDB1	PHLDB1	5.65945E-123	1.25829094141004	0.38	0.323	9.72293788719677e-119	Olig3	PHLDB1
SEMA3B	SEMA3B	1.55164E-119	1.3183036459742	0.249	0.166	2.66572466970779e-115	Olig3	SEMA3B
COL16A1	COL16A1	3.62864E-91	1.21888962870855	0.186	0.116	6.23399769020938e-87	Olig3	COL16A1
MOBP	MOBP	4.30192E-88	0.842913288177532	0.477	0.484	7.39069671296712e-84	Olig3	MOBP
AATK	AATK	2.26674E-86	1.24175007883425	0.322	0.272	3.89425907732721e-82	Olig3	AATK
MAN2A1	MAN2A1	1.05550E-75	0.613734310822512	0.562	0.663	1.81335339185428e-71	Olig3	MAN2A1
KIF19	KIF19	2.17419E-62	1.10657768170842	0.134	0.082	3.73526602307519e-58	Olig3	KIF19
LMF1	LMF1	7.07242E-62	1.16768103073685	0.346	0.331	1.21504157546135e-57	Olig3	LMF1
PLXNB1	PLXNB1	2.77260E-60	1.12864868120173	0.146	0.093	4.76333292283587e-56	Olig3	PLXNB1
COL18A1	COL18A1	7.47874E-60	1.16080534752398	0.146	0.093	1.28484723940575e-55	Olig3	COL18A1
SLC5A11	SLC5A11	2.08717E-56	0.924732345450398	0.307	0.267	3.58575693186835e-52	Olig3	SLC5A11
INF2	INF2	1.33384E-55	1.1126557760828	0.139	0.089	2.29154567427366e-51	Olig3	INF2
TMC6	TMC6	2.83941E-51	1.03330688142686	0.134	0.087	4.87810229370427e-47	Olig3	TMC6
FOS	FOS	1.12708E-50	1.09777605357958	0.211	0.164	1.93633131338736e-46	Olig3	FOS
CKB	CKB	4.19059E-50	0.540448195156989	0.156	0.277	7.19942532844642e-46	Olig3	CKB
RBM5	RBM5	5.50861E-47	0.539413031378509	0.151	0.264	9.46379102642712e-43	Olig3	RBM5
MYRF	MYRF	1.88323E-41	1.08356726370053	0.243	0.206	3.23538411271861e-37	Olig3	MYRF
LENG8	LENG8	7.53414E-40	1.18622763346887	0.215	0.18	1.29436595580551e-35	Olig3	LENG8
ARFGAP1	ARFGAP1	2.66890E-32	0.988245056429182	0.108	0.073	4.58516669051217e-28	Olig3	ARFGAP1
LDB3	LDB3	2.85665E-32	1.01424590553414	0.251	0.224	4.90772345050125e-28	Olig3	LDB3
ACTB	ACTB	2.40608E-31	0.573240148299519	0.189	0.303	4.13364556954303e-27	Olig3	ACTB
SH3GLB2	SH3GLB2	8.29389E-30	1.05927299509025	0.146	0.111	1.42489013391718e-25	Olig3	SH3GLB2
NDUFA10	NDUFA10	8.44500E-29	0.670282748503046	0.134	0.218	1.45085137448559e-24	Olig3	NDUFA10
CALD1	CALD1	9.24118E-29	0.560954644086144	0.18	0.281	1.58763411843636e-24	Olig3	CALD1
HAPLN2	HAPLN2	1.81808E-25	1.01590581502355	0.213	0.188	3.12346073998901e-21	Olig3	HAPLN2
MDM4	MDM4	4.42448E-25	0.621067047258644	0.166	0.257	7.60125902941742e-21	Olig3	MDM4
SCD	SCD	5.16568E-25	0.534402285325258	0.163	0.248	8.87463939643551e-21	Olig3	SCD
SF1	SF1	5.67807E-25	0.621334656055919	0.145	0.226	9.75492912022136e-21	Olig3	SF1
