id	symbol	pVal|float	avg. logFC|float	PCT1|float	PCT2|float	pVal adj.|float	Cluster	Gene
SLC1A2	SLC1A2	5.44137E-05	-0.338434149498791	0.399	0.355	0.934827192734436	OPC2	SLC1A2
ETV5	ETV5	6.12779E-05	0.295800278050772	0.112	0.079	1	OPC2	ETV5
KCNT2	KCNT2	6.25466E-05	0.314560918272028	0.243	0.207	1	OPC2	KCNT2
PPFIBP2	PPFIBP2	7.13750E-05	0.271161309973163	0.121	0.086	1	OPC2	PPFIBP2
PELI2	PELI2	9.01980E-05	0.358566101809516	0.179	0.144	1	OPC2	PELI2
RNF180	RNF180	9.45525E-05	0.375227360182197	0.174	0.141	1	OPC2	RNF180
NPL	NPL	1.03173E-04	-0.25384913365716	0.075	0.119	1	OPC2	NPL
MYO10	MYO10	1.03470E-04	0.301581345312428	0.141	0.106	1	OPC2	MYO10
RPRD2	RPRD2	1.06837E-04	0.324265793690731	0.325	0.31	1	OPC2	RPRD2
RGS12	RGS12	1.09074E-04	0.309610487929029	0.194	0.158	1	OPC2	RGS12
HAPLN2	HAPLN2	1.24366E-04	-0.26209491848334	0.138	0.19	1	OPC2	HAPLN2
NDRG3	NDRG3	1.29666E-04	0.356566816349043	0.148	0.115	1	OPC2	NDRG3
YAF2	YAF2	1.32270E-04	0.322865100583785	0.251	0.219	1	OPC2	YAF2
CACNA1D	CACNA1D	1.44042E-04	0.333097518796094	0.259	0.23	1	OPC2	CACNA1D
APBA2	APBA2	1.62626E-04	0.382521609631924	0.269	0.246	1	OPC2	APBA2
CAMSAP2	CAMSAP2	2.01188E-04	0.295603473191075	0.353	0.339	1	OPC2	CAMSAP2
OSBPL6	OSBPL6	2.01190E-04	0.328034620951961	0.3	0.276	1	OPC2	OSBPL6
CCND3	CCND3	2.06605E-04	-0.251906702456558	0.074	0.116	1	OPC2	CCND3
PHACTR4	PHACTR4	2.26482E-04	0.272677019924982	0.297	0.267	1	OPC2	PHACTR4
CREM	CREM	2.46312E-04	0.3285849050276	0.216	0.183	1	OPC2	CREM
SEPT4	SEPT4	2.70339E-04	-0.269250515365328	0.117	0.162	1	OPC2	SEPT4
TRERF1	TRERF1	3.41463E-04	0.335049477902831	0.121	0.093	1	OPC2	TRERF1
ZNF75A	ZNF75A	3.84368E-04	0.269729040631364	0.108	0.079	1	OPC2	ZNF75A
CUX1	CUX1	3.96500E-04	0.25904258502028	0.332	0.309	1	OPC2	CUX1
TRAK1	TRAK1	4.11640E-04	0.328297334739943	0.211	0.181	1	OPC2	TRAK1
PMS1	PMS1	6.80037E-04	0.319827971584276	0.167	0.137	1	OPC2	PMS1
ADCY8	ADCY8	6.88940E-04	0.279495701744077	0.158	0.127	1	OPC2	ADCY8
FBXL2	FBXL2	7.73345E-04	0.350113413651916	0.144	0.115	1	OPC2	FBXL2
DNASE1	DNASE1	9.57316E-04	0.304391311083171	0.12	0.093	1	OPC2	DNASE1
ZNF365	ZNF365	9.94292E-04	0.290686470322409	0.239	0.212	1	OPC2	ZNF365
SNAP91	SNAP91	1.13148E-03	0.297674985450869	0.286	0.269	1	OPC2	SNAP91
N4BP2L1	N4BP2L1	1.27599E-03	0.33039652033655	0.158	0.132	1	OPC2	N4BP2L1
PACSIN2	PACSIN2	1.42411E-03	0.333323062845752	0.163	0.136	1	OPC2	PACSIN2
ANTXR1	ANTXR1	1.49484E-03	0.358862787129089	0.147	0.121	1	OPC2	ANTXR1
RBMS3	RBMS3	1.62341E-03	0.29902864441902	0.104	0.079	1	OPC2	RBMS3
KANSL1L	KANSL1L	1.66547E-03	0.312577170698087	0.264	0.241	1	OPC2	KANSL1L
CCDC50	CCDC50	1.69997E-03	0.262538406460779	0.117	0.091	1	OPC2	CCDC50
ERGIC1	ERGIC1	1.75348E-03	0.3377916112013	0.138	0.112	1	OPC2	ERGIC1
ZNF827	ZNF827	1.94434E-03	0.329298049291604	0.188	0.164	1	OPC2	ZNF827
RAB10	RAB10	1.97689E-03	0.280487427346787	0.313	0.3	1	OPC2	RAB10
NAALAD2	NAALAD2	2.31480E-03	0.306418399889127	0.113	0.089	1	OPC2	NAALAD2
RNF24	RNF24	2.45848E-03	0.331141321411128	0.163	0.138	1	OPC2	RNF24
FARP2	FARP2	2.52158E-03	0.250970833246781	0.194	0.167	1	OPC2	FARP2
SMAD3	SMAD3	3.04185E-03	0.265159365137796	0.114	0.09	1	OPC2	SMAD3
SREBF2	SREBF2	3.07300E-03	0.262413278597092	0.297	0.282	1	OPC2	SREBF2
MTSS1L	MTSS1L	3.78098E-03	0.271943363692105	0.112	0.089	1	OPC2	MTSS1L
RALGPS2	RALGPS2	3.94756E-03	0.335744107905992	0.227	0.21	1	OPC2	RALGPS2
TIMM23B	TIMM23B	4.60597E-03	0.278752468987854	0.198	0.174	1	OPC2	TIMM23B
SCMH1	SCMH1	5.04718E-03	0.304807142534293	0.258	0.246	1	OPC2	SCMH1
PLEKHA2	PLEKHA2	5.16018E-03	0.327710073753107	0.131	0.109	1	OPC2	PLEKHA2
RNF157	RNF157	5.32046E-03	0.346645737237986	0.152	0.131	1	OPC2	RNF157
HSPA1A	HSPA1A	6.11001E-03	0.257610567139939	0.124	0.099	1	OPC2	HSPA1A
RBMS1	RBMS1	6.28166E-03	0.276611739296555	0.112	0.09	1	OPC2	RBMS1
NIM1K	NIM1K	7.46011E-03	0.295061504152397	0.16	0.139	1	OPC2	NIM1K
ITPK1	ITPK1	9.26605E-03	0.347286469810237	0.183	0.164	1	OPC2	ITPK1
RAF1	RAF1	9.26693E-03	0.26038392557993	0.191	0.171	1	OPC2	RAF1
ANKFN1	ANKFN1	9.55355E-03	0.294765342153525	0.125	0.104	1	OPC2	ANKFN1
