id	symbol	pVal|float	avg. logFC|float	PCT1|float	PCT2|float	pVal adj.|float	Cluster	Gene
ST18	ST18	0.00000E+00	0.829612404950031	0.995	0.687	0	Olig4	ST18
CTNNA3	CTNNA3	0.00000E+00	0.756999253131704	0.997	0.779	0	Olig4	CTNNA3
RNF220	RNF220	0.00000E+00	0.737297511625584	0.996	0.624	0	Olig4	RNF220
CNTNAP4	CNTNAP4	0.00000E+00	0.735699172387526	0.913	0.424	0	Olig4	CNTNAP4
SLC5A11	SLC5A11	0.00000E+00	0.720349731862984	0.761	0.252	0	Olig4	SLC5A11
DOCK5	DOCK5	0.00000E+00	0.706736827146908	0.983	0.581	0	Olig4	DOCK5
LRP2	LRP2	0.00000E+00	0.700539584149236	0.742	0.244	0	Olig4	LRP2
TMTC2	TMTC2	0.00000E+00	0.68784323901342	0.989	0.665	0	Olig4	TMTC2
PLCL1	PLCL1	0.00000E+00	0.684822333747917	0.987	0.721	0	Olig4	PLCL1
MOBP	MOBP	0.00000E+00	0.683781989169737	0.94	0.468	0	Olig4	MOBP
RP11-654K19.6	RP11-654K19.6	0.00000E+00	0.681385242468595	0.92	0.442	0	Olig4	RP11-654K19.6
UNC5C	UNC5C	0.00000E+00	0.681061131739628	0.984	0.691	0	Olig4	UNC5C
TMEM144	TMEM144	0.00000E+00	0.676558465096098	0.984	0.622	0	Olig4	TMEM144
C10orf90	C10orf90	0.00000E+00	0.67312656571597	0.964	0.484	0	Olig4	C10orf90
PRUNE2	PRUNE2	0.00000E+00	0.672565807302512	0.974	0.575	0	Olig4	PRUNE2
PLEKHH1	PLEKHH1	0.00000E+00	0.666638756374294	0.945	0.452	0	Olig4	PLEKHH1
PRR5L	PRR5L	0.00000E+00	0.666232099031652	0.73	0.231	0	Olig4	PRR5L
PIP4K2A	PIP4K2A	0.00000E+00	0.66434664754131	0.991	0.715	0	Olig4	PIP4K2A
PDE1C	PDE1C	0.00000E+00	0.663102818061891	0.959	0.554	0	Olig4	PDE1C
MBP	MBP	0.00000E+00	0.653134052060364	0.997	0.767	0	Olig4	MBP
PIEZO2	PIEZO2	0.00000E+00	0.652516735247922	0.737	0.231	0	Olig4	PIEZO2
SLC24A2	SLC24A2	0.00000E+00	0.647644736735663	0.993	0.752	0	Olig4	SLC24A2
PCSK6	PCSK6	0.00000E+00	0.640512430331459	0.747	0.252	0	Olig4	PCSK6
SLAIN1	SLAIN1	0.00000E+00	0.637965285504154	0.971	0.638	0	Olig4	SLAIN1
ENPP2	ENPP2	0.00000E+00	0.63758895630402	0.937	0.434	0	Olig4	ENPP2
PXK	PXK	0.00000E+00	0.621252583728917	0.919	0.452	0	Olig4	PXK
MAN2A1	MAN2A1	0.00000E+00	0.618027904817496	0.975	0.648	0	Olig4	MAN2A1
SLC44A1	SLC44A1	0.00000E+00	0.616870600371842	0.993	0.753	0	Olig4	SLC44A1
CHRM5	CHRM5	0.00000E+00	0.615701779014322	0.361	0.112	0	Olig4	CHRM5
CLMN	CLMN	0.00000E+00	0.610446244676283	0.918	0.427	0	Olig4	CLMN
FRYL	FRYL	0.00000E+00	0.610445056870123	0.98	0.656	0	Olig4	FRYL
NCKAP5	NCKAP5	0.00000E+00	0.606797592082334	0.981	0.674	0	Olig4	NCKAP5
DLC1	DLC1	0.00000E+00	0.60521258622158	0.94	0.518	0	Olig4	DLC1
LGR5	LGR5	0.00000E+00	0.603602771520775	0.574	0.162	0	Olig4	LGR5
SEPT7	SEPT7	0.00000E+00	0.602699741646746	0.973	0.647	0	Olig4	SEPT7
PALM2	PALM2	0.00000E+00	0.600099875412945	0.876	0.447	0	Olig4	PALM2
SYNJ2	SYNJ2	0.00000E+00	0.599385408917292	0.866	0.364	0	Olig4	SYNJ2
FAM107B	FAM107B	0.00000E+00	0.595872196523158	0.91	0.431	0	Olig4	FAM107B
TMEM165	TMEM165	0.00000E+00	0.592909789048556	0.986	0.633	0	Olig4	TMEM165
TF	TF	0.00000E+00	0.592339704086733	0.899	0.398	0	Olig4	TF
ZNF536	ZNF536	0.00000E+00	0.591240665406558	0.964	0.548	0	Olig4	ZNF536
MOB3B	MOB3B	0.00000E+00	0.588886710555371	0.811	0.327	0	Olig4	MOB3B
FAM124A	FAM124A	0.00000E+00	0.588268086784182	0.671	0.211	0	Olig4	FAM124A
PDE8A	PDE8A	0.00000E+00	0.58260141044685	0.96	0.556	0	Olig4	PDE8A
PPP2R2B	PPP2R2B	0.00000E+00	0.581686037360015	0.998	0.896	0	Olig4	PPP2R2B
FRMD4B	FRMD4B	0.00000E+00	0.578631093910092	0.953	0.503	0	Olig4	FRMD4B
PCDH9	PCDH9	0.00000E+00	0.57706911560232	0.999	0.987	0	Olig4	PCDH9
ANLN	ANLN	0.00000E+00	0.576965916239566	0.759	0.265	0	Olig4	ANLN
GAB1	GAB1	0.00000E+00	0.574611721425788	0.908	0.46	0	Olig4	GAB1
ATP10B	ATP10B	0.00000E+00	0.574482361971158	0.839	0.349	0	Olig4	ATP10B
SLCO1A2	SLCO1A2	0.00000E+00	0.573514258301659	0.814	0.298	0	Olig4	SLCO1A2
ZDHHC20	ZDHHC20	0.00000E+00	0.573402190439448	0.813	0.389	0	Olig4	ZDHHC20
