id	symbol	pVal|float	avg. logFC|float	PCT1|float	PCT2|float	pVal adj.|float	Cluster	Gene
EML2	EML2	7.25911E-04	-0.304912759274723	0.075	0.142	1	Astro3	EML2
WNK1	WNK1	7.70717E-04	-0.347845822924196	0.399	0.44	1	Astro3	WNK1
TMTC4	TMTC4	8.07623E-04	-0.397449931629894	0.078	0.14	1	Astro3	TMTC4
PPP2R2B	PPP2R2B	8.70329E-04	-0.307874041801005	0.974	0.899	1	Astro3	PPP2R2B
GRB10	GRB10	8.72649E-04	-0.409379768348268	0.18	0.247	1	Astro3	GRB10
FAM196B	FAM196B	9.57496E-04	-0.25605833270787	0.062	0.125	1	Astro3	FAM196B
RAB11FIP4	RAB11FIP4	1.00395E-03	-0.342572489104734	0.078	0.14	1	Astro3	RAB11FIP4
ANKRD36	ANKRD36	1.03366E-03	-0.408685697840734	0.301	0.352	1	Astro3	ANKRD36
DAPK2	DAPK2	1.07931E-03	-0.382031391737654	0.072	0.131	1	Astro3	DAPK2
OSBP2	OSBP2	1.08419E-03	-0.406286185259905	0.222	0.286	1	Astro3	OSBP2
PRKCG	PRKCG	1.11621E-03	-0.269275363271528	0.046	0.102	1	Astro3	PRKCG
ADSS	ADSS	1.19813E-03	-0.378564196952029	0.101	0.164	1	Astro3	ADSS
ZNF331	ZNF331	1.20427E-03	0.296200350642439	0.242	0.171	1	Astro3	ZNF331
FAM126A	FAM126A	1.24247E-03	-0.407310547027834	0.206	0.27	1	Astro3	FAM126A
TFEB	TFEB	1.26822E-03	-0.407459300242997	0.108	0.172	1	Astro3	TFEB
TSPAN5	TSPAN5	1.31830E-03	-0.383267409708835	0.458	0.475	1	Astro3	TSPAN5
TMEM181	TMEM181	1.40041E-03	-0.316837265188193	0.095	0.157	1	Astro3	TMEM181
PHC2	PHC2	1.40897E-03	-0.351393274804963	0.144	0.211	1	Astro3	PHC2
TMEM2	TMEM2	1.60394E-03	-0.295461661584184	0.15	0.218	1	Astro3	TMEM2
TUBA1B	TUBA1B	1.62411E-03	-0.35089022123171	0.092	0.153	1	Astro3	TUBA1B
PGBD5	PGBD5	1.62939E-03	-0.38053098809816	0.141	0.202	1	Astro3	PGBD5
ELOVL7	ELOVL7	1.64384E-03	-0.341149191442626	0.072	0.13	1	Astro3	ELOVL7
MIPEP	MIPEP	1.69706E-03	-0.4006114359682	0.127	0.189	1	Astro3	MIPEP
NIPAL3	NIPAL3	1.73608E-03	-0.356211372120542	0.062	0.116	1	Astro3	NIPAL3
NALCN	NALCN	1.79811E-03	-0.337176858257738	0.529	0.531	1	Astro3	NALCN
TPD52	TPD52	1.83673E-03	-0.339742092392926	0.163	0.229	1	Astro3	TPD52
OLFM3	OLFM3	1.88532E-03	-0.371676739013863	0.095	0.153	1	Astro3	OLFM3
RAP1GDS1	RAP1GDS1	1.94338E-03	-0.407550943436783	0.314	0.36	1	Astro3	RAP1GDS1
TUBB4A	TUBB4A	1.96920E-03	-0.376983024326278	0.059	0.111	1	Astro3	TUBB4A
GRIN1	GRIN1	2.14928E-03	-0.375900926240207	0.108	0.172	1	Astro3	GRIN1
NDFIP2	NDFIP2	2.21497E-03	-0.325668625194837	0.134	0.196	1	Astro3	NDFIP2
ADAM10	ADAM10	2.31600E-03	-0.40457025676119	0.343	0.379	1	Astro3	ADAM10
PACS2	PACS2	2.45164E-03	-0.391797454978078	0.186	0.25	1	Astro3	PACS2
RNF144A	RNF144A	2.50149E-03	-0.401750067608275	0.356	0.397	1	Astro3	RNF144A
ADAMTS19	ADAMTS19	2.60468E-03	-0.300016656509217	0.082	0.14	1	Astro3	ADAMTS19
ZNF385B	ZNF385B	2.67632E-03	-0.391965838003439	0.098	0.154	1	Astro3	ZNF385B
KIF5C	KIF5C	2.70649E-03	-0.316376854207068	0.301	0.355	1	Astro3	KIF5C
MTMR7	MTMR7	2.75359E-03	-0.360181890754309	0.199	0.26	1	Astro3	MTMR7
HID1	HID1	2.78315E-03	-0.328272679780759	0.056	0.108	1	Astro3	HID1
CPPED1	CPPED1	2.78671E-03	-0.354187587937178	0.072	0.125	1	Astro3	CPPED1
EPHA7	EPHA7	2.93844E-03	-0.402398820543586	0.17	0.227	1	Astro3	EPHA7
CDC42BPA	CDC42BPA	2.97524E-03	-0.264014850203858	0.729	0.663	1	Astro3	CDC42BPA
PCBP3	PCBP3	2.99748E-03	-0.382502509872525	0.078	0.131	1	Astro3	PCBP3
SCN3B	SCN3B	3.32497E-03	-0.274593399521548	0.072	0.126	1	Astro3	SCN3B
FBXW7	FBXW7	3.33181E-03	-0.381939766109003	0.382	0.4	1	Astro3	FBXW7
PTP4A2	PTP4A2	3.59120E-03	-0.39475829774636	0.18	0.235	1	Astro3	PTP4A2
MFSD6	MFSD6	3.95765E-03	-0.311200343217899	0.098	0.154	1	Astro3	MFSD6
KLHL3	KLHL3	3.97529E-03	-0.358278511858193	0.163	0.222	1	Astro3	KLHL3
SLC4A7	SLC4A7	4.17066E-03	-0.403907986796048	0.216	0.269	1	Astro3	SLC4A7
NBEA	NBEA	4.20951E-03	-0.334034439874376	0.667	0.627	1	Astro3	NBEA
SNCA	SNCA	4.36516E-03	-0.3853217442779	0.134	0.189	1	Astro3	SNCA
ITCH	ITCH	4.43791E-03	-0.374937452206934	0.327	0.364	1	Astro3	ITCH
HAPLN2	HAPLN2	4.79324E-03	-0.339195128996732	0.134	0.19	1	Astro3	HAPLN2
BCL2L1	BCL2L1	5.08555E-03	-0.385286083712612	0.157	0.207	1	Astro3	BCL2L1
CAMK2A	CAMK2A	5.20666E-03	-0.401808957774111	0.157	0.209	1	Astro3	CAMK2A
SNX1	SNX1	5.37459E-03	-0.375810567105176	0.222	0.273	1	Astro3	SNX1
GABRA1	GABRA1	5.64449E-03	-0.257518513857663	0.075	0.126	1	Astro3	GABRA1
USP31	USP31	5.69476E-03	-0.338172397338958	0.134	0.188	1	Astro3	USP31
RUNDC3B	RUNDC3B	6.19182E-03	-0.266226211535502	0.082	0.133	1	Astro3	RUNDC3B
DIP2C	DIP2C	6.24323E-03	-0.303143861913078	0.709	0.634	1	Astro3	DIP2C
FAM153C	FAM153C	6.26272E-03	-0.27129544758182	0.065	0.113	1	Astro3	FAM153C
SRRM4	SRRM4	6.44914E-03	-0.291467073946395	0.088	0.139	1	Astro3	SRRM4
TET3	TET3	6.51617E-03	-0.311579942648911	0.163	0.219	1	Astro3	TET3
ULK2	ULK2	6.63294E-03	-0.343133813241715	0.118	0.168	1	Astro3	ULK2
UNC13C	UNC13C	6.64092E-03	-0.334658710806413	0.059	0.103	1	Astro3	UNC13C
GLCE	GLCE	6.77467E-03	-0.263420655967212	0.065	0.114	1	Astro3	GLCE
NEK3	NEK3	7.09516E-03	-0.319670604910889	0.072	0.119	1	Astro3	NEK3
GTDC1	GTDC1	7.25721E-03	-0.366799485541888	0.444	0.44	1	Astro3	GTDC1
FAM13B	FAM13B	7.27766E-03	-0.3948287038783	0.395	0.412	1	Astro3	FAM13B
KCNH7	KCNH7	7.31103E-03	-0.3121074369516	0.095	0.147	1	Astro3	KCNH7
RHOU	RHOU	8.18461E-03	-0.367316780457233	0.131	0.179	1	Astro3	RHOU
CPNE2	CPNE2	8.27341E-03	-0.337989909063864	0.069	0.112	1	Astro3	CPNE2
C9orf3	C9orf3	8.41296E-03	-0.297889393148833	0.598	0.558	1	Astro3	C9orf3
CPEB1	CPEB1	8.54918E-03	-0.292296748750096	0.059	0.102	1	Astro3	CPEB1
CPNE4	CPNE4	9.19676E-03	-0.323749755614382	0.095	0.142	1	Astro3	CPNE4
SAMD3	SAMD3	9.23516E-03	-0.325265028146592	0.095	0.142	1	Astro3	SAMD3
LY6H	LY6H	9.90073E-03	-0.295034890240652	0.075	0.122	1	Astro3	LY6H
