id	symbol	pVal|float	avg. logFC|float	PCT1|float	PCT2|float	pVal adj.|float	Cluster	Gene
ZBED5	ZBED5	2.03610E-05	-0.370135793675813	0.164	0.185	0.349802413697666	Pyr2	ZBED5
USP47	USP47	2.10509E-05	-0.351773365130776	0.447	0.408	0.36165514560706	Pyr2	USP47
TBL1XR1	TBL1XR1	2.46582E-05	-0.331849061331939	0.502	0.451	0.42362722427549	Pyr2	TBL1XR1
CYTH1	CYTH1	2.93707E-05	-0.343827656462792	0.207	0.224	0.504589275871546	Pyr2	CYTH1
SNX30	SNX30	3.25089E-05	-0.38389557877257	0.195	0.21	0.558503141858446	Pyr2	SNX30
MGAT5	MGAT5	3.27514E-05	-0.283914098551702	0.428	0.314	0.562668908128336	Pyr2	MGAT5
SAMD4B	SAMD4B	3.48474E-05	-0.388883901647096	0.275	0.279	0.598677667439137	Pyr2	SAMD4B
SLC38A2	SLC38A2	3.55356E-05	-0.342522346964131	0.121	0.144	0.610501851415468	Pyr2	SLC38A2
TNKS	TNKS	3.95744E-05	-0.27991291533012	0.579	0.507	0.679887613621901	Pyr2	TNKS
TMED10	TMED10	4.14773E-05	-0.350929735745427	0.146	0.167	0.712579427632969	Pyr2	TMED10
RCBTB1	RCBTB1	4.89633E-05	-0.331975305933502	0.112	0.134	0.841189880117614	Pyr2	RCBTB1
EGR3	EGR3	5.51503E-05	-0.339885223820944	0.096	0.119	0.947482003750846	Pyr2	EGR3
YTHDC1	YTHDC1	6.86528E-05	-0.348119514573367	0.187	0.202	1	Pyr2	YTHDC1
RP11-2E17.1	RP11-2E17.1	9.99577E-05	-0.28204389619498	0.128	0.152	1	Pyr2	RP11-2E17.1
PPP2R5A	PPP2R5A	1.22580E-04	-0.340034698345382	0.108	0.128	1	Pyr2	PPP2R5A
ENDOD1	ENDOD1	1.29234E-04	-0.294417133357508	0.097	0.118	1	Pyr2	ENDOD1
NXPE3	NXPE3	1.68545E-04	-0.336903941116055	0.161	0.178	1	Pyr2	NXPE3
MAP4	MAP4	2.06619E-04	-0.369515133669933	0.371	0.346	1	Pyr2	MAP4
ANXA4	ANXA4	2.69209E-04	-0.352657425346836	0.169	0.184	1	Pyr2	ANXA4
PKP4	PKP4	2.71552E-04	-0.299385515473934	0.68	0.572	1	Pyr2	PKP4
ARHGAP5	ARHGAP5	2.74348E-04	-0.361647291901292	0.319	0.309	1	Pyr2	ARHGAP5
ATF7IP	ATF7IP	3.17449E-04	-0.383688838838298	0.204	0.212	1	Pyr2	ATF7IP
SAMD4A	SAMD4A	3.41563E-04	-0.251419754155668	0.225	0.174	1	Pyr2	SAMD4A
ZNF331	ZNF331	3.95610E-04	-0.25804972738029	0.222	0.17	1	Pyr2	ZNF331
NF1	NF1	4.25592E-04	-0.275499102486859	0.584	0.506	1	Pyr2	NF1
PTAR1	PTAR1	4.29609E-04	-0.285077992396935	0.101	0.12	1	Pyr2	PTAR1
DDX5	DDX5	4.50971E-04	-0.337528898796916	0.407	0.373	1	Pyr2	DDX5
OTUD7A	OTUD7A	4.89934E-04	-0.254992727796394	0.756	0.638	1	Pyr2	OTUD7A
GOLPH3	GOLPH3	5.16955E-04	-0.349719987185542	0.158	0.171	1	Pyr2	GOLPH3
TULP4	TULP4	5.37186E-04	-0.313733089969052	0.583	0.504	1	Pyr2	TULP4
ZDHHC14	ZDHHC14	6.62614E-04	-0.363886644293069	0.514	0.448	1	Pyr2	ZDHHC14
HERPUD1	HERPUD1	6.67321E-04	-0.305648534825087	0.083	0.101	1	Pyr2	HERPUD1
TET2	TET2	7.29570E-04	-0.379182198584306	0.242	0.242	1	Pyr2	TET2
C16orf88	C16orf88	7.31787E-04	-0.27594052472457	0.099	0.117	1	Pyr2	C16orf88
MAT2A	MAT2A	7.52868E-04	-0.34626437598855	0.213	0.221	1	Pyr2	MAT2A
ETNK1	ETNK1	7.59679E-04	-0.373733874586952	0.29	0.28	1	Pyr2	ETNK1
CEP170	CEP170	7.97158E-04	-0.361852297172718	0.41	0.372	1	Pyr2	CEP170
GPBP1	GPBP1	8.08654E-04	-0.365670590761259	0.335	0.319	1	Pyr2	GPBP1
SNX29	SNX29	1.00915E-03	-0.367640002277294	0.431	0.387	1	Pyr2	SNX29
CDK5RAP2	CDK5RAP2	1.09094E-03	-0.348552543223887	0.217	0.222	1	Pyr2	CDK5RAP2
WNK1	WNK1	1.11592E-03	-0.318941975996489	0.503	0.439	1	Pyr2	WNK1
HSPA8	HSPA8	1.31572E-03	-0.296707285152445	0.123	0.138	1	Pyr2	HSPA8
AGPAT4	AGPAT4	1.38540E-03	-0.344045886696758	0.552	0.473	1	Pyr2	AGPAT4
EMC2	EMC2	1.54117E-03	-0.315505660414133	0.137	0.151	1	Pyr2	EMC2
C3orf58	C3orf58	1.58277E-03	-0.320533147923545	0.118	0.132	1	Pyr2	C3orf58
CDK17	CDK17	1.61655E-03	-0.364929914608231	0.361	0.331	1	Pyr2	CDK17
RHEB	RHEB	1.64718E-03	-0.386133237617184	0.212	0.214	1	Pyr2	RHEB
HSD17B12	HSD17B12	1.77141E-03	-0.340416593128287	0.239	0.24	1	Pyr2	HSD17B12
WAC	WAC	2.27372E-03	-0.362595457597304	0.325	0.304	1	Pyr2	WAC
SEC14L1	SEC14L1	2.48180E-03	-0.347343308260247	0.201	0.206	1	Pyr2	SEC14L1
KIDINS220	KIDINS220	2.60384E-03	-0.371336219829147	0.401	0.36	1	Pyr2	KIDINS220
DPY19L3	DPY19L3	2.64060E-03	-0.265338628093308	0.145	0.159	1	Pyr2	DPY19L3
MAP4K3	MAP4K3	2.66304E-03	-0.303110972546995	0.508	0.44	1	Pyr2	MAP4K3
PGAP1	PGAP1	2.74305E-03	-0.337375832125372	0.228	0.228	1	Pyr2	PGAP1
NRIP1	NRIP1	2.75422E-03	-0.265312230240511	0.28	0.218	1	Pyr2	NRIP1
FAR1	FAR1	2.88755E-03	-0.378218127280755	0.371	0.338	1	Pyr2	FAR1
CLU	CLU	3.11666E-03	-0.262623765702445	0.276	0.218	1	Pyr2	CLU
ITCH	ITCH	3.27917E-03	-0.350152297035946	0.403	0.364	1	Pyr2	ITCH
S100PBP	S100PBP	3.52428E-03	-0.278387908320307	0.153	0.166	1	Pyr2	S100PBP
YPEL2	YPEL2	3.55628E-03	-0.38167972666608	0.215	0.216	1	Pyr2	YPEL2
HMGCS1	HMGCS1	3.61397E-03	-0.299292736097571	0.126	0.139	1	Pyr2	HMGCS1
BTBD3	BTBD3	3.77788E-03	-0.358110626131859	0.277	0.27	1	Pyr2	BTBD3
CPOX	CPOX	3.90476E-03	-0.259173875217411	0.256	0.201	1	Pyr2	CPOX
NFKB1	NFKB1	4.10749E-03	-0.371259246631519	0.214	0.215	1	Pyr2	NFKB1
RHOBTB1	RHOBTB1	4.27921E-03	-0.307749639748732	0.103	0.116	1	Pyr2	RHOBTB1
BCL2L1	BCL2L1	4.33776E-03	-0.384659962833423	0.207	0.207	1	Pyr2	BCL2L1
CREM	CREM	4.41669E-03	-0.355243909440054	0.177	0.183	1	Pyr2	CREM
OSTF1	OSTF1	4.88398E-03	-0.331155377601272	0.136	0.147	1	Pyr2	OSTF1
UBE2E1	UBE2E1	5.08596E-03	-0.349588440664322	0.185	0.19	1	Pyr2	UBE2E1
PSMA1	PSMA1	5.33910E-03	-0.356545254989926	0.133	0.104	1	Pyr2	PSMA1
CD81	CD81	5.36096E-03	-0.268393426640248	0.104	0.118	1	Pyr2	CD81
LYPLAL1	LYPLAL1	5.95082E-03	-0.319798659304183	0.198	0.201	1	Pyr2	LYPLAL1
FTH1	FTH1	6.18534E-03	-0.349799884319275	0.466	0.413	1	Pyr2	FTH1
RECK	RECK	6.44916E-03	-0.320002802293967	0.242	0.238	1	Pyr2	RECK
ABCG1	ABCG1	7.32261E-03	-0.329937948457318	0.151	0.159	1	Pyr2	ABCG1
TPD52	TPD52	7.62664E-03	-0.386389081752871	0.236	0.229	1	Pyr2	TPD52
STAT3	STAT3	7.64989E-03	-0.368264641898585	0.161	0.168	1	Pyr2	STAT3
SLC38A9	SLC38A9	8.08897E-03	-0.266273462976798	0.267	0.21	1	Pyr2	SLC38A9
OSBPL11	OSBPL11	8.44032E-03	-0.287631333485209	0.09	0.103	1	Pyr2	OSBPL11
MPDZ	MPDZ	8.68908E-03	-0.324118537947707	0.389	0.352	1	Pyr2	MPDZ
GALNT10	GALNT10	9.34568E-03	-0.284819747670464	0.11	0.122	1	Pyr2	GALNT10
WASHC3	WASHC3	9.94905E-03	-0.266781414350164	0.102	0.113	1	Pyr2	WASHC3
