id	symbol	pVal|float	avg. logFC|float	PCT1|float	PCT2|float	pVal adj.|float	Cluster	Gene
NFE2L2	NFE2L2	1.63674E-04	-0.400888941678768	0.375	0.347	1	In2	NFE2L2
ZKSCAN1	ZKSCAN1	1.65880E-04	-0.430719870390107	0.313	0.301	1	In2	ZKSCAN1
FAM149A	FAM149A	2.68923E-04	-0.416215912969208	0.085	0.107	1	In2	FAM149A
ENC1	ENC1	3.08033E-04	-0.306089068537605	0.152	0.171	1	In2	ENC1
NXPE3	NXPE3	3.42889E-04	-0.371865849096367	0.163	0.178	1	In2	NXPE3
SEPT4	SEPT4	4.03524E-04	-0.372083156482119	0.143	0.162	1	In2	SEPT4
GCLC	GCLC	5.49934E-04	-0.399641567539741	0.187	0.197	1	In2	GCLC
CCDC146	CCDC146	5.61253E-04	-0.333638367144995	0.147	0.164	1	In2	CCDC146
PAG1	PAG1	5.66660E-04	-0.323141254490501	0.247	0.188	1	In2	PAG1
MTURN	MTURN	6.09863E-04	-0.327590003616408	0.155	0.171	1	In2	MTURN
ARHGAP23	ARHGAP23	7.09945E-04	-0.42095396479114	0.196	0.203	1	In2	ARHGAP23
SCARB2	SCARB2	7.63931E-04	-0.421730570714567	0.269	0.262	1	In2	SCARB2
MYO9B	MYO9B	7.93147E-04	-0.362154239063417	0.212	0.224	1	In2	MYO9B
ACSL1	ACSL1	8.37472E-04	-0.426093191318278	0.126	0.142	1	In2	ACSL1
C12orf76	C12orf76	9.28241E-04	-0.373567525090835	0.168	0.18	1	In2	C12orf76
POGZ	POGZ	1.09352E-03	-0.338318954666953	0.515	0.443	1	In2	POGZ
CPPED1	CPPED1	1.10481E-03	-0.303288085512992	0.106	0.125	1	In2	CPPED1
TRA2A	TRA2A	1.22281E-03	-0.356071006142391	0.396	0.363	1	In2	TRA2A
CALD1	CALD1	1.23112E-03	-0.423070348227717	0.283	0.277	1	In2	CALD1
RILPL1	RILPL1	1.32932E-03	-0.265374385787391	0.118	0.136	1	In2	RILPL1
MAP4	MAP4	1.38379E-03	-0.362464233560766	0.38	0.346	1	In2	MAP4
C16orf88	C16orf88	1.41267E-03	-0.27699191305429	0.099	0.117	1	In2	C16orf88
PPFIA2	PPFIA2	1.56743E-03	-0.327766702951311	0.805	0.651	1	In2	PPFIA2
LDB2	LDB2	1.61805E-03	-0.401025704638136	0.305	0.291	1	In2	LDB2
C8orf46	C8orf46	1.62973E-03	-0.264800197936776	0.11	0.128	1	In2	C8orf46
FGF1	FGF1	1.73325E-03	-0.314917086212061	0.106	0.123	1	In2	FGF1
UNC5C	UNC5C	1.79897E-03	-0.290841373957908	0.824	0.699	1	In2	UNC5C
TMED10	TMED10	1.80841E-03	-0.315757981255352	0.153	0.167	1	In2	TMED10
CCNY	CCNY	2.10066E-03	-0.343598747729857	0.519	0.44	1	In2	CCNY
RP11-717K11.2	RP11-717K11.2	2.20417E-03	-0.253916084250025	0.089	0.106	1	In2	RP11-717K11.2
EMC2	EMC2	2.27040E-03	-0.306601776127778	0.137	0.151	1	In2	EMC2
NRIP1	NRIP1	2.37201E-03	-0.252442049912493	0.281	0.218	1	In2	NRIP1
BIN1	BIN1	2.44629E-03	-0.360034774845861	0.307	0.297	1	In2	BIN1
MYO5A	MYO5A	2.47691E-03	-0.334877891346933	0.589	0.481	1	In2	MYO5A
CREG2	CREG2	2.87709E-03	-0.262388004787969	0.121	0.137	1	In2	CREG2
EXOC6	EXOC6	2.90629E-03	-0.317887372844277	0.25	0.251	1	In2	EXOC6
OXR1	OXR1	3.11552E-03	-0.374298684904182	0.558	0.469	1	In2	OXR1
SIDT1	SIDT1	3.37341E-03	-0.287631784196768	0.148	0.163	1	In2	SIDT1
FANCL	FANCL	4.00529E-03	-0.362787210483948	0.167	0.175	1	In2	FANCL
ANKRD28	ANKRD28	4.13814E-03	-0.380612360262797	0.523	0.438	1	In2	ANKRD28
AFMID	AFMID	4.19068E-03	-0.261064611427558	0.086	0.101	1	In2	AFMID
HBS1L	HBS1L	4.25034E-03	-0.373687653055515	0.271	0.262	1	In2	HBS1L
WAPL	WAPL	4.34838E-03	-0.333513647611634	0.19	0.197	1	In2	WAPL
CYFIP1	CYFIP1	4.38008E-03	-0.257455045349749	0.152	0.121	1	In2	CYFIP1
PPM1H	PPM1H	4.41072E-03	-0.253726944690542	0.541	0.396	1	In2	PPM1H
IVNS1ABP	IVNS1ABP	4.42353E-03	-0.259810090669081	0.092	0.107	1	In2	IVNS1ABP
TPCN1	TPCN1	4.54544E-03	-0.363798141159617	0.184	0.192	1	In2	TPCN1
FBXW7	FBXW7	4.63689E-03	-0.34083423415555	0.461	0.399	1	In2	FBXW7
GPBP1	GPBP1	4.70383E-03	-0.352581623685702	0.343	0.319	1	In2	GPBP1
MXI1	MXI1	4.70517E-03	-0.404304410540427	0.372	0.332	1	In2	MXI1
SLC11A2	SLC11A2	5.30475E-03	-0.339170164768469	0.2	0.204	1	In2	SLC11A2
RAB10	RAB10	6.26995E-03	-0.396744622319125	0.325	0.3	1	In2	RAB10
ANKRD44	ANKRD44	6.31860E-03	-0.329273516427551	0.622	0.457	1	In2	ANKRD44
ADSS	ADSS	6.53027E-03	-0.336731729201163	0.155	0.164	1	In2	ADSS
NIPAL3	NIPAL3	6.77354E-03	-0.265417956786749	0.102	0.116	1	In2	NIPAL3
SAMD3	SAMD3	7.36440E-03	-0.258565045209207	0.128	0.142	1	In2	SAMD3
SLF2	SLF2	7.84027E-03	-0.390093080240204	0.245	0.238	1	In2	SLF2
SPAG9	SPAG9	8.10963E-03	-0.341096765126634	0.442	0.386	1	In2	SPAG9
DPYSL2	DPYSL2	9.16994E-03	-0.327843097180057	0.559	0.466	1	In2	DPYSL2
LPP	LPP	9.29887E-03	-0.377190851258216	0.495	0.418	1	In2	LPP
SF1	SF1	9.80087E-03	-0.253121744276734	0.28	0.221	1	In2	SF1
