id	symbol	pVal|float	avg. logFC|float	PCT1|float	PCT2|float	pVal adj.|float	Cluster	Gene
RNF220	RNF220	0.00000E+00	0.719284854495675	0.91	0.579	0	Olig2	RNF220
ST18	ST18	0.00000E+00	0.687200717381054	0.926	0.65	0	Olig2	ST18
RP11-654K19.6	RP11-654K19.6	0.00000E+00	0.675272367364669	0.693	0.409	0	Olig2	RP11-654K19.6
TMTC2	TMTC2	0.00000E+00	0.647015229937557	0.888	0.631	0	Olig2	TMTC2
SLC5A11	SLC5A11	0.00000E+00	0.645116445554154	0.483	0.224	0	Olig2	SLC5A11
CTNNA3	CTNNA3	0.00000E+00	0.644049302469193	0.969	0.748	0	Olig2	CTNNA3
POLR2F	POLR2F	0.00000E+00	0.642001610088219	0.588	0.341	0	Olig2	POLR2F
MBP	MBP	0.00000E+00	0.616647241628421	0.955	0.737	0	Olig2	MBP
MOBP	MOBP	0.00000E+00	0.58938609669638	0.714	0.436	0	Olig2	MOBP
CDK18	CDK18	0.00000E+00	0.588410065514266	0.476	0.239	0	Olig2	CDK18
CNTNAP4	CNTNAP4	0.00000E+00	0.586688832685281	0.63	0.401	0	Olig2	CNTNAP4
TMEM144	TMEM144	0.00000E+00	0.585151651439311	0.845	0.59	0	Olig2	TMEM144
DOCK5	DOCK5	0.00000E+00	0.581202978582007	0.82	0.547	0	Olig2	DOCK5
PRUNE2	PRUNE2	0.00000E+00	0.578835625926009	0.786	0.547	0	Olig2	PRUNE2
SYNJ2	SYNJ2	0.00000E+00	0.577039518423169	0.574	0.341	0	Olig2	SYNJ2
SLC44A1	SLC44A1	0.00000E+00	0.576357794785778	0.92	0.728	0	Olig2	SLC44A1
ZDHHC20	ZDHHC20	0.00000E+00	0.56868528357127	0.546	0.374	0	Olig2	ZDHHC20
C10orf90	C10orf90	0.00000E+00	0.568650131930664	0.734	0.451	0	Olig2	C10orf90
PCSK6	PCSK6	0.00000E+00	0.566829617552775	0.44	0.233	0	Olig2	PCSK6
TMEM165	TMEM165	0.00000E+00	0.561387995855729	0.842	0.604	0	Olig2	TMEM165
LRP2	LRP2	0.00000E+00	0.56023852158072	0.433	0.224	0	Olig2	LRP2
MAN2A1	MAN2A1	0.00000E+00	0.55629731187771	0.828	0.623	0	Olig2	MAN2A1
ENPP2	ENPP2	0.00000E+00	0.549055328679145	0.666	0.406	0	Olig2	ENPP2
SLC24A2	SLC24A2	0.00000E+00	0.546922410842047	0.914	0.728	0	Olig2	SLC24A2
SLCO1A2	SLCO1A2	0.00000E+00	0.544818117183856	0.512	0.274	0	Olig2	SLCO1A2
PLEKHH1	PLEKHH1	0.00000E+00	0.54406455490858	0.684	0.424	0	Olig2	PLEKHH1
TTLL7	TTLL7	0.00000E+00	0.538817942292355	0.848	0.661	0	Olig2	TTLL7
KCNMB4	KCNMB4	0.00000E+00	0.537783522025738	0.599	0.392	0	Olig2	KCNMB4
PLCL1	PLCL1	0.00000E+00	0.533984925861191	0.872	0.7	0	Olig2	PLCL1
SLAIN1	SLAIN1	0.00000E+00	0.526023308044283	0.803	0.618	0	Olig2	SLAIN1
PIEZO2	PIEZO2	0.00000E+00	0.525907828511675	0.414	0.213	0	Olig2	PIEZO2
FRMD4B	FRMD4B	0.00000E+00	0.52230023554819	0.725	0.475	0	Olig2	FRMD4B
UNC5C	UNC5C	0.00000E+00	0.514173163164952	0.841	0.671	0	Olig2	UNC5C
ITGA2	ITGA2	0.00000E+00	0.512126950134138	0.33	0.162	0	Olig2	ITGA2
FRYL	FRYL	0.00000E+00	0.509853873593818	0.819	0.635	0	Olig2	FRYL
PIP4K2A	PIP4K2A	0.00000E+00	0.507189308218172	0.894	0.689	0	Olig2	PIP4K2A
TF	TF	0.00000E+00	0.506122345598174	0.606	0.375	0	Olig2	TF
FAM107B	FAM107B	0.00000E+00	0.505725328426376	0.64	0.407	0	Olig2	FAM107B
PXK	PXK	0.00000E+00	0.504780328883817	0.649	0.43	0	Olig2	PXK
NCKAP5	NCKAP5	0.00000E+00	0.502222010641752	0.841	0.651	0	Olig2	NCKAP5
DLG1	DLG1	0.00000E+00	0.50124296804854	0.838	0.681	0	Olig2	DLG1
PHLPP1	PHLPP1	0.00000E+00	0.500180916626856	0.855	0.681	0	Olig2	PHLPP1
PDE8A	PDE8A	0.00000E+00	0.497252294549875	0.729	0.536	0	Olig2	PDE8A
MYO1D	MYO1D	0.00000E+00	0.496795962037841	0.581	0.397	0	Olig2	MYO1D
LDB3	LDB3	0.00000E+00	0.496369525731706	0.375	0.194	0	Olig2	LDB3
PRR5L	PRR5L	0.00000E+00	0.493909510145466	0.404	0.215	0	Olig2	PRR5L
LGR5	LGR5	0.00000E+00	0.49275280413908	0.306	0.149	0	Olig2	LGR5
CLMN	CLMN	0.00000E+00	0.492012412035539	0.636	0.403	0	Olig2	CLMN
SEPT7	SEPT7	0.00000E+00	0.491665451582092	0.798	0.629	0	Olig2	SEPT7
