id	symbol	pVal|float	avg. logFC|float	PCT1|float	PCT2|float	pVal adj.|float	Cluster	Gene
SERPINE1	SERPINE1	0.00000E+00	1.54774908006228	0.434	0.079	0	Micro2	SERPINE1
ST6GAL1	ST6GAL1	0.00000E+00	1.24750321477742	0.691	0.187	0	Micro2	ST6GAL1
IPCEF1	IPCEF1	0.00000E+00	1.24463520787503	0.59	0.147	0	Micro2	IPCEF1
SFMBT2	SFMBT2	0.00000E+00	1.21305301331644	0.727	0.276	0	Micro2	SFMBT2
TBXAS1	TBXAS1	0.00000E+00	1.21245882002837	0.559	0.101	0	Micro2	TBXAS1
C10orf11	C10orf11	0.00000E+00	1.21229199980658	0.833	0.287	0	Micro2	C10orf11
ARHGAP24	ARHGAP24	0.00000E+00	1.17498101883599	0.719	0.234	0	Micro2	ARHGAP24
SRGAP2	SRGAP2	0.00000E+00	1.15095378732682	0.767	0.305	0	Micro2	SRGAP2
HS3ST4	HS3ST4	0.00000E+00	1.12661976385607	0.671	0.188	0	Micro2	HS3ST4
APBB1IP	APBB1IP	0.00000E+00	1.11951205423336	0.463	0.083	0	Micro2	APBB1IP
DOCK8	DOCK8	0.00000E+00	1.11009792278001	0.53	0.095	0	Micro2	DOCK8
SRGAP2B	SRGAP2B	0.00000E+00	1.09815321872434	0.652	0.217	0	Micro2	SRGAP2B
PALD1	PALD1	0.00000E+00	1.09719045886998	0.456	0.09	0	Micro2	PALD1
PRKCH	PRKCH	0.00000E+00	1.09160482161968	0.488	0.098	0	Micro2	PRKCH
LDLRAD4	LDLRAD4	0.00000E+00	1.07615452965092	0.863	0.478	0	Micro2	LDLRAD4
ABCC4	ABCC4	0.00000E+00	1.06196840121753	0.532	0.133	0	Micro2	ABCC4
CD83	CD83	0.00000E+00	1.04900670023609	0.357	0.067	0	Micro2	CD83
RHBDF2	RHBDF2	0.00000E+00	1.03069007223607	0.346	0.055	0	Micro2	RHBDF2
MEF2C	MEF2C	0.00000E+00	1.015162075441	0.699	0.296	0	Micro2	MEF2C
PDE3B	PDE3B	0.00000E+00	1.00425861970014	0.606	0.255	0	Micro2	PDE3B
